date,value
2016-05-31 07:40:00,319.88
2016-05-31 07:45:00,319.88
2016-05-31 07:50:00,319.88
2016-05-31 07:55:00,319.88
2016-05-31 08:00:00,319.88
2016-05-31 08:05:00,319.88
2016-05-31 08:10:00,319.88
2016-05-31 08:15:00,319.88
2016-05-31 08:20:00,319.88
2016-05-31 08:25:00,319.88
2016-05-31 08:30:00,319.88
2016-05-31 08:35:00,319.88
2016-05-31 08:40:00,319.88
2016-05-31 08:45:00,319.88
2016-05-31 08:50:00,319.88
2016-05-31 08:55:00,319.88
2016-05-31 09:00:00,319.88
2016-05-31 10:10:00,319.88
2016-05-31 10:15:00,319.88
2016-05-31 10:20:00,319.88
2016-05-31 10:25:00,319.88
2016-05-31 10:30:00,319.88
2016-05-31 10:35:00,319.88
2016-05-31 10:40:00,319.88
2016-05-31 10:45:00,319.88
2016-05-31 10:50:00,319.88
2016-05-31 10:55:00,319.88
2016-05-31 11:00:00,319.88
2016-05-31 11:05:00,319.88
2016-05-31 11:10:00,319.88
2016-05-31 11:15:00,319.88
2016-05-31 11:20:00,319.88
2016-05-31 11:25:00,319.88
2016-05-31 11:30:00,319.88
2016-05-31 11:35:00,319.88
2016-05-31 11:40:00,319.88
2016-05-31 11:45:00,319.88
2016-05-31 11:50:00,319.88
2016-05-31 11:55:00,319.88
2016-05-31 12:00:00,319.88
2016-05-31 12:05:00,319.88
2016-05-31 12:10:00,319.88
2016-05-31 12:15:00,319.88
2016-05-31 12:20:00,319.88
2016-05-31 12:25:00,319.88
2016-05-31 12:30:00,319.88
2016-05-31 12:35:00,319.88
2016-05-31 12:40:00,319.88
2016-05-31 12:45:00,319.88
2016-05-31 12:50:00,319.88
2016-05-31 12:55:00,319.88
2016-05-31 13:00:00,319.88
2016-05-31 13:05:00,319.88
2016-05-31 13:10:00,319.88
2016-05-31 13:15:00,319.88
2016-05-31 13:20:00,319.88
2016-05-31 13:25:00,319.88
2016-05-31 13:30:00,319.88
2016-05-31 13:35:00,319.88
2016-05-31 13:40:00,319.88
2016-05-31 13:45:00,319.88
2016-05-31 13:50:00,319.88
2016-05-31 13:55:00,319.88
2016-05-31 14:00:00,319.88
2016-05-31 14:05:00,319.88
2016-05-31 14:10:00,319.88
2016-05-31 14:15:00,319.88
2016-05-31 14:20:00,319.88
2016-05-31 14:25:00,319.88
2016-05-31 14:30:00,319.88
2016-05-31 14:35:00,319.88
2016-05-31 14:40:00,319.88
2016-05-31 14:45:00,319.88
2016-05-31 14:50:00,319.88
2016-05-31 14:55:00,319.88
2016-05-31 15:00:00,319.88
2016-05-31 15:05:00,319.88
2016-05-31 15:10:00,319.88
2016-05-31 15:15:00,319.88
2016-05-31 15:20:00,319.88
2016-05-31 15:25:00,319.88
2016-05-31 15:30:00,319.88
2016-05-31 15:35:00,319.88
2016-05-31 15:40:00,319.88
2016-05-31 15:45:00,319.88
2016-05-31 15:50:00,319.88
2016-05-31 15:55:00,319.88
2016-05-31 16:00:00,319.88
2016-05-31 16:05:00,319.88
2016-05-31 16:10:00,319.88
2016-05-31 16:15:00,319.88
2016-05-31 16:20:00,319.88
2016-05-31 16:25:00,319.88
2016-05-31 16:30:00,319.88
2016-05-31 16:35:00,319.88
2016-05-31 16:40:00,319.88
2016-05-31 16:45:00,319.88
2016-05-31 16:50:00,319.88
2016-05-31 16:55:00,319.88
2016-05-31 17:00:00,319.88
2016-05-31 17:05:00,319.88
2016-05-31 17:10:00,319.88
2016-05-31 17:15:00,319.88
2016-05-31 17:20:00,319.88
2016-05-31 17:25:00,319.88
2016-05-31 17:30:00,319.88
2016-05-31 17:35:00,319.88
2016-05-31 17:40:00,319.88
2016-05-31 17:45:00,319.88
2016-05-31 17:50:00,319.88
2016-05-31 17:55:00,319.88
2016-05-31 18:00:00,319.88
2016-06-01 07:45:00,319.88
2016-06-01 07:50:00,319.88
2016-06-01 07:55:00,319.88
2016-06-01 08:00:00,319.88
2016-06-01 08:05:00,319.88
2016-06-01 08:10:00,319.88
2016-06-01 08:15:00,319.88
2016-06-01 08:20:00,319.88
2016-06-01 08:25:00,319.88
2016-06-01 08:30:00,319.88
